name,tag1,synonym,tag2
Soone tänav,loc,,
Tehnika tänav,loc,,
Tähetorni tänav,loc,,
Väina tee,loc,,
Värsi tänav,loc,,
Vääna tänav,loc,,
Tuuliku tee,loc,,
Laevastiku tänav,loc,,
Kalamehe tee,loc,,
Amandus Adamsoni tänav,loc,,
Artur Kapi tänav,loc,,
August Alle tänav,loc,,
Auna tänav,loc,,
Eduard Viiralti tänav,loc,,
Filmi tänav,loc,,
Hagudi tänav,loc,,
Helbe tänav,loc,,
Hõbekuuse tee,loc,,
Idakaare põik,loc,,
Idakaare tänav,loc,,
Järvevana tee,loc,,
Kalaranna tänav,loc,,
Kalevala tänav,loc,,
Karusmarja tänav,loc,,
Kauge tänav,loc,,
Keava tänav,loc,,
Kibuvitsa tänav,loc,,
Klaasi tänav,loc,,
Komeedi tänav,loc,,
Kuiv tänav,loc,,
Kuljuse tänav,loc,,
Kuremarja tänav,loc,,
Kurni põik,loc,,
Kuru tänav,loc,,
Kristjan Raua tänav,loc,,
Laste tänav,loc,,
Leesika tänav,loc,,
Lehtpuu tänav,loc,,
Läänekaare tänav,loc,,
Mai põik,loc,,
Mai tänav,loc,,
Mait Metsanurga tänav,loc,,
Metsaveere tänav,loc,,
Muuluka tänav,loc,,
Nabra tänav,loc,,
Odra tänav,loc,,
Palu tänav,loc,,
Pebre tänav,loc,,
Pesa tänav,loc,,
Prii tänav,loc,,
Puhma tänav,loc,,
Rao tänav,loc,,
Ravi tänav,loc,,
Saturni tänav,loc,,
Seebi tänav,loc,,
Seljaku tänav,loc,,
Sihi tänav,loc,,
Tare tänav,loc,,
Tuvi tänav,loc,,
Vaate tee,loc,,
Vaniku tänav,loc,,
Varbola tänav,loc,,
Vesikaare tänav,loc,,
Viadukti tänav,loc,,
Viirpuu tee,loc,,
Vindi tänav,loc,,
Vineeri tänav,loc,,
Võidu põik,loc,,
Võidu tänav,loc,,
Võidujooksu tänav,loc,,
Võra tee,loc,,
Väike tänav,loc,,
Õilme tänav,loc,,
A. H. Tammsaare tee,loc,,
Keskuse tänav,loc,,
Serva tänav,loc,,
Halla tänav,loc,,
Härmatise tänav,loc,,
Taara puiestee,loc,,
Turu tänav,loc,,
Tähe tänav,loc,,
Tööstuse tänav,loc,,
Uus tänav,loc,,
Vabriku tänav,loc,,
Vahtra tänav,loc,,
Valgejõe puiestee,loc,,
Valve tänav,loc,,
Veski tänav,loc,,
Virve tänav,loc,,
Väike tänav,loc,,
Väike-Põllu tänav,loc,,
Välja tänav,loc,,
Võidu puiestee,loc,,
Õhtu puiestee,loc,,
Õie tänav,loc,,
Õuna tänav,loc,,
Ööbiku tänav,loc,,
Ülesõidu tänav,loc,,
Üleviste tänav,loc,,
Aasnurmiku tee,loc,,
Altmetsa tee,loc,,
Aruheina tee,loc,,
Avar tänav,loc,,
Fosforiidi tänav,loc,,
Haigla tänav,loc,,
Haljasmaa tänav,loc,,
Hanerohu tee,loc,,
Haugi tänav,loc,,
Hellerheina põik,loc,,
Hellerheina tee,loc,,
Hiireherne tee,loc,,
Hiirekõrva tee,loc,,
Hundiaugu tee,loc,,
Hundioa tee,loc,,
Huulheina põik,loc,,
Huulheina tee,loc,,
Härgheina tee,loc,,
Kaalika tee,loc,,
Kallasmaa tänav,loc,,
Kallavere tee,loc,,
Kardheina tee,loc,,
Karikakra tee,loc,,
Karitsa tänav,loc,,
Karjääri tänav,loc,,
Karpkala tänav,loc,,
Kassikulla tänav,loc,,
Kassitatra põik,loc,,
Kassitatra tee,loc,,
Keemikute tänav,loc,,
Keerispea tee,loc,,
Kellamäe tänav,loc,,
Kikkaputke tee,loc,,
Kirsipuu puiestee,loc,,
Kitsekakra tee,loc,,
Kivileete tänav,loc,,
Kivilille tänav,loc,,
Kogre tänav,loc,,
Kombinaadi tänav,loc,,
Kreegipuu puiestee,loc,,
Kroodi tänav,loc,,
Kukeharja põik,loc,,
Kukeharja tee,loc,,
Kukemarja tee,loc,,
Kuldvitsa tee,loc,,
Kuuskheina põik,loc,,
Kuuskheina tee,loc,,
Küüslaugu tänav,loc,,
Langu tänav,loc,,
Lao tänav,loc,,
Lasti tee,loc,,
Laukasoo tänav,loc,,
Liivakivi tänav,loc,,
Linaski tänav,loc,,
Lubika tee,loc,,
Lupiini tee,loc,,
Lutserni tee,loc,,
Lõikheina tee,loc,,
Maardu tee,loc,,
Maarjaheina tee,loc,,
Maltsa tee,loc,,
Mudamaimu tänav,loc,,
Murelipuu puiestee,loc,,
Kaluri tee,loc,,
Karikakra tänav,loc,,
Karikakra põik,loc,,
Karja tänav,loc,,
Karl Ojassoo tänav,loc,,
Kase tänav,loc,,
Kastani tänav,loc,,
Kauba tänav,loc,,
Kelluka tänav,loc,,
Kesk tänav,loc,,
Kevade tänav,loc,,
Kihelkonna maantee,loc,,
Kingu tänav,loc,,
Kirde tänav,loc,,
Kiriku tänav,loc,,
Kitsas tänav,loc,,
Kivi tänav,loc,,
Kohtu tänav,loc,,
Koidu tänav,loc,,
Komandandi tänav,loc,,
Kopli tänav,loc,,
Kraavi tänav,loc,,
Kullerkupu tänav,loc,,
Kungla tänav,loc,,
Kuuse tänav,loc,,
Kõrre tänav,loc,,
Kõver tänav,loc,,
Lahe tee,loc,,
Aia tee,loc,,
Kallaku tee,loc,,
Sadama tee,loc,,
Lepiku tee,loc,,
Lillevälja tee,loc,,
Redu tee,loc,,
Nõmme tee,loc,,
Paemurru tee,loc,,
Teevahe tee,loc,,
Toome tee,loc,,
Urgemäe tee,loc,,
Maasika harutee,loc,,
Aespalooduse tee,loc,,
Kohila kergtee,loc,,
Jõekalda tänav,loc,,
Raadiku põik,loc,,
Siili tee,loc,,
Salutaguse tee,loc,,
Lasketiiru tee,loc,,
Suurküla tee,loc,,
Vingu tee,loc,,
Aaviku tee,loc,,
Künka tee,loc,,
Kallaste tee,loc,,
Kuura tee,loc,,
Alesti tee,loc,,
Kesklinna park,loc,,
Ollimäe tee,loc,,
Vaikna--Koluvere tee,loc,,
Vaikna--Leila tee,loc,,
Kalju--Kullamaa tee,loc,,
Kalju--Sildevahe tee,loc,,
Liivamäed--Silgi tee,loc,,
Sakla tee,loc,,
Jõelepa sootee,loc,,
Viti tee,loc,,
Kasesalu tee,loc,,
Kuru tee,loc,,
Õuna tee,loc,,
Aru tee,loc,,
Lahe tee,loc,,
Rahuste raudteetamm,loc,,
Palidoma tee,loc,,
Hindu-Vintri tee,loc,,
Mõisapargi tee,loc,,
Jahimaja tee,loc,,
Kääpa tee,loc,,
Tuuleveski tee,loc,,
Maasika tee,loc,,
Aespa külatee,loc,,
Väetisekuuri tee,loc,,
Tähva põik,loc,,
Undama tee,loc,,
Nuiassoo tee,loc,,
Tempa tee,loc,,
Liiva tee,loc,,
Soonlepa tee,loc,,
Valipe põik,loc,,
Lepiku tee,loc,,
Hermisto tee,loc,,
Rehemäe tee,loc,,
Liivamäe tee,loc,,
Aru tee,loc,,
Männiku tee,loc,,
Surnuaia tee,loc,,
Vana-Miku tee,loc,,
Paju tee,loc,,
Mütsi tee,loc,,
Vahtra tee,loc,,
Käbi tee,loc,,
Lennu tee,loc,,
Karva tee,loc,,
Tubri tee,loc,,
Valgemaja tee,loc,,
Saare tee,loc,,
Uudismaa tee,loc,,
Tööstuse tänav,loc,,
Roheline tänav,loc,,
Jaani tänav,loc,,
Sassukvere--Kodavere tee,loc,,
Linnamaa tee,loc,,
Rätsiku tee,loc,,
Lepiku tee,loc,,
Reinu tee,loc,,
Lepiku--Ikko tee,loc,,
Pidre tee,loc,,
Nõmmelauda tee,loc,,
Haljaste tee,loc,,
Karilao tee,loc,,
Adveldi tee,loc,,
Lepanurme tee,loc,,
Mardi tee,loc,,
Siiksaare külatee,loc,,
Taga-Turja harutee,loc,,
Vissa tee,loc,,
Madise tee,loc,,
Mõisaküla-Kase tee,loc,,
Kiriku-Kaniste tee,loc,,
Lõmala-Mõisa tee,loc,,
Upsteni tee,loc,,
Anni tee,loc,,
Soobasoo tee,loc,,
Lõmala objektitee,loc,,
Järve-Sihi tee,loc,,
Villemi-Niidu tee,loc,,
Männiku tee,loc,,
Mikkuri talutee,loc,,
Eessaare tee,loc,,
Rebasemäe tee,loc,,
Lipumäe tee,loc,,
Uuevälja tee,loc,,
Üüste tee,loc,,
Lõunamäe tee,loc,,
Kuberi tee,loc,,
Mikkuri tee,loc,,
Pärnala tee,loc,,
Bussijaama kõnnitee,loc,,
Rapla--Kaerepere kergliiklustee,loc,,
Orava tee,loc,,
Väike-Pääsukese tänav,loc,,
Veskijärve tänav,loc,,
Oda tee,loc,,
Taevasmaa tee,loc,,
Laikna tee,loc,,
Suuretamme tänav,loc,,
Orupõllu tänav,loc,,
Kripasti tee,loc,,
Selleri tee,loc,,
Viilumaa tee,loc,,
Tooma tee,loc,,
Kreka tee,loc,,
Kuuli tee,loc,,
Varese tee,loc,,
Masti tee,loc,,
Kuigu tee,loc,,
Teedu tee,loc,,
Stefani tee,loc,,
Rulli tee,loc,,
Siimuste tee,loc,,
Metsaoja tee,loc,,
Sakla tee,loc,,
Õngu--Teetooma tee,loc,,
Kõrgeselja tee,loc,,
Kooli tee,loc,,
Rehe tee,loc,,
Ammuta tee,loc,,
Sepasoo tee,loc,,
Kasemetsa tee,loc,,
Mardi tee,loc,,
Porsiku tee,loc,,
Tagavara tee,loc,,
Liku tee,loc,,
Viigi tee,loc,,
Mägede tee,loc,,
Orava tee,loc,,
Vainu tee,loc,,
Sääse tee,loc,,
Tõnu tee,loc,,
Pärna tee,loc,,
Palvela tee,loc,,
Joosepi tee,loc,,
Raja tee,loc,,
Kärma tee,loc,,
Kaldaääre tee,loc,,
Vana-Karva tee,loc,,
Prangli tee--Söödi,loc,,
Niidumetsa--Koosa--Sotniku tee,loc,,
Tooma tee,loc,,
Objekti tee,loc,,
Kruusa tee,loc,,
Apteegi--Ääsi tee,loc,,
Sõõru tee,loc,,
Järvemetsa tee,loc,,
Järvemetsa tee,loc,,
Koka tee,loc,,
Kalme tee,loc,,
Silohoidla tee,loc,,
Tagaküla tee,loc,,
Härjapea tee,loc,,
Tantse--Kõnnu tee,loc,,
Kiigeplatsi tee,loc,,
Piimäe tee,loc,,
Veeriku laudatee,loc,,
Kase tee,loc,,
Teeääre-Ooli tee,loc,,
Kaugatoma-Sadama tee,loc,,
Allika tee,loc,,
Tuuleveski tee,loc,,
Sildema talutee,loc,,
Viinari tee,loc,,
Vääri tee,loc,,
Lasteaia kõnnitee,loc,,
Makita küla,loc,,
Tamme tee,loc,,
Gümnaasiumi kergliiklustee,loc,,
Siili tänav,loc,,
Ülase tee,loc,,
Videviku tänav,loc,,
Eha tänav,loc,,
Pääsusilma tänav,loc,,
Pihlaka tee,loc,,
Kase tee,loc,,
Külitse tee,loc,,
Haage tee,loc,,
Pärna tee,loc,,
Heina tänav,loc,,
Ristikheina tänav,loc,,
Maarjatähe tänav,loc,,
Sipelga tänav,loc,,
Kivimi tänav,loc,,
Avaste tänav,loc,,
Kaera tänav,loc,,
Rukki tänav,loc,,
Nisu tänav,loc,,
Pähkli tänav,loc,,
Salu tänav,loc,,
Päikese tänav,loc,,
Kodu tänav,loc,,
Kiige tänav,loc,,
Tõusu tee,loc,,
Talu tee,loc,,
Kaare tee,loc,,
Sae tee,loc,,
Puu tee,loc,,
Tehnopargi tee,loc,,
Lillemäe tänav,loc,,
Ute tänav,loc,,
Urva tänav,loc,,
Kannistiku tee,loc,,
Hõbepaju tänav,loc,,
Tõnissoni tee,loc,,
Jaani tee,loc,,
Olevi tee,loc,,
Kalevi tee,loc,,
Mutiku tänav,loc,,
Kesk tänav,loc,,
Tallinna maantee,loc,,
Jaama tänav,loc,,
Sirgala maantee,loc,,
Rohu tänav,loc,,
Nurme tänav,loc,,
Ristiku tänav,loc,,
Jõe tänav,loc,,
Raudtee tänav,loc,,
Poe tänav,loc,,
Mere tänav,loc,,
Roheline tänav,loc,,
Aia tänav,loc,,
Uus tänav,loc,,
Pargi tänav,loc,,
Karja tänav,loc,,
Narva maantee,loc,,
Tiigi tänav,loc,,
Metsa tänav,loc,,
Vana-Olgina tänav,loc,,
Männiku tänav,loc,,
Poolsaare tee,loc,,
Sigala tee,loc,,
Orava tee,loc,,
Sõtke tee,loc,,
Püvi tee,loc,,
Ruutsaare tee,loc,,
Vana tee,loc,,
Mare tee,loc,,
Suvila tee,loc,,
Aasa tee,loc,,
Kodu tee,loc,,
Karjääri tee,loc,,
Siloaugu tee,loc,,
Karjamäe tee,loc,,
Saunakivi tee,loc,,
Konno tee,loc,,
Pae tee,loc,,
Sihi tee,loc,,
Pähkli tee,loc,,
Mummassaare tee,loc,,
Mere põik,loc,,
Leeri tee,loc,,
Koidula põik,loc,,
Nõmmiku tänav,loc,,
Vahemetsa tee,loc,,
Mündeli tänav,loc,,
Rehetare tee,loc,,
Jäätrassi tee,loc,,
Toimaste tee,loc,,
Sepaste--Sadama tee,loc,,
Õngu-Hindreka,loc,,
Niidi tee,loc,,
Võitööstuse tee,loc,,
Kastani tee,loc,,
Liiva tee,loc,,
Soo tee,loc,,
Rahvamaja tee,loc,,
Lalli tee,loc,,
Saare tee,loc,,
Rea tee,loc,,
Kaasiku tee,loc,,
Põllusmaa tee,loc,,
Raba tee,loc,,
Nõmme tee,loc,,
Kirsi tänav,loc,,
Roosi tänav,loc,,
Sõnajala tänav,loc,,
Karukella tee,loc,,
Nurga-1 tee,loc,,
Kuuse tänav,loc,,
Tamme tänav,loc,,
Haava tänav,loc,,
Tsehhi tee,loc,,
Kruusiaugu tee,loc,,
Olli tee,loc,,
Võõriku tee,loc,,
Ranna-Mihkli tee,loc,,
Madju tee,loc,,
Kiltsi-Järve tee,loc,,
Lõppe tee,loc,,
Tormilinnu tee,loc,,
Staadioni tänav,loc,,
Keskväljak,loc,,
Lepiku tänav,loc,,
Kolu--Pärnu tee,loc,,
Vaikla tee,loc,,
Mõisapargi tee,loc,,
Tautsi tee,loc,,
Tõrvasihi tee,loc,,
Aru tee,loc,,
Rinnaku tee,loc,,
Sepa tee,loc,,
Männiku tee,loc,,
Valingu tee,loc,,
Võrsna tee,loc,,
Kaljuküla tee,loc,,
Tõnija külatee,loc,,
Kõõriku tee,loc,,
Tammistu tee,loc,,
Mõisaküla-Katse tee,loc,,
Staadioni kõnnitee,loc,,
Loojangu tänav,loc,,
Kesa tee,loc,,
Sipelga põik,loc,,
Vanapagana tänav,loc,,
Pärna allee,loc,,
Pargi põik,loc,,
Veski tänav,loc,,
Pärna tänav,loc,,
Korterite tänav,loc,,
Kloogamõisa allee,loc,,
Riidaküla tee,loc,,
Leisu tee,loc,,
Külaküla--Selja tee,loc,,
Külaküla tee,loc,,
Paavo tee,loc,,
Tilu tee,loc,,
Maripuu tee,loc,,
Reile tee,loc,,
Tulima tee,loc,,
Nurga tee,loc,,
Jürna tee,loc,,
Ollimaa tee,loc,,
Vaino tee,loc,,
Näkima tee,loc,,
Männi tee,loc,,
Aasmäe tee,loc,,
Sepa tee,loc,,
Mägari-Jaagu tee,loc,,
Karjatse--Lellu tee,loc,,
Tiigi tee,loc,,
Lennuvälja tee,loc,,
Kreegi tänav,loc,,
Mõisa tee,loc,,
Jõhvika tänav,loc,,
Luubi tee,loc,,
Jõki tee,loc,,
Aaviku tee,loc,,
Ardi tee,loc,,
Viina tee,loc,,
Tehnika põik,loc,,
Punga tee,loc,,
Raudsaare tee,loc,,
Kärdi laudatee,loc,,
Männi tee,loc,,
Västriku tee,loc,,
Kaarli tee,loc,,
Oru tee,loc,,
Everesti tee,loc,,
Kruusa tee,loc,,
Uuetoa tee,loc,,
Vanalõve tee,loc,,
Kõmiste tee,loc,,
Lööne sootee,loc,,
Pööra tee,loc,,
Niidi tee,loc,,
Linnu tee,loc,,
Lembitu tee,loc,,
Tulepaagi tee,loc,,
Suuremere tee,loc,,
Teedevahe tee,loc,,
Karjamaa tee,loc,,
Kopli tee,loc,,
Ula külatee,loc,,
Miku-Kuusiku tee,loc,,
Jõe promenaad,loc,,
Räägumetsa tee,loc,,
Priguldi--Koela--Poe tee,loc,,
Koorejaama--Härma tee,loc,,
Vaate põik,loc,,
Väikese Illimari tänav,loc,,
Mõisatamme tänav,loc,,
Mõisahärra tänav,loc,,
Paruni tänav,loc,,
Piparmündi tänav,loc,,
Allika tänav,loc,,
Tammiku põik,loc,,
Tilga--Tõnise tee,loc,,
Mänspe--Lelu tee,loc,,
Kaupo tee,loc,,
Püta tee,loc,,
Leomari tee,loc,,
Jaarna tee,loc,,
Kuru tee,loc,,
Kiige tee,loc,,
Leili tee,loc,,
Vahe tee,loc,,
Varni tee,loc,,
Kõrgemäe tee,loc,,
Jõõdre tee,loc,,
Vanamõisa tee,loc,,
Lõbe--Erja tee,loc,,
Veskimäe tee,loc,,
Kõnnu tee,loc,,
Pleesi tee,loc,,
Erja--Uuemõisa tee,loc,,
Põllusmaa tee,loc,,
Villemi tee,loc,,
Andruse-Sauna tee,loc,,
Karja tee,loc,,
Neeme tee,loc,,
Kalluse tee,loc,,
Kõrtsu tee,loc,,
Hindreku tee,loc,,
Külimiti tee,loc,,
Vainu tee,loc,,
Kiriku tänav,loc,,
Mäe tänav,loc,,
Õnne tänav,loc,,
Kata--Särge tee,loc,,
Oruvälja--Särge vahetee,loc,,
Ravila--Ahisilla tee,loc,,
Punikvere tee,loc,,
Põldemetsa tee,loc,,
Heindrikaru tee,loc,,
Lepikumäe tee,loc,,
Kollamaa tee,loc,,
Sarapiku tee,loc,,
Riima tee,loc,,
Noodapera tee,loc,,
Kõlli tee,loc,,
Raba tee,loc,,
Oja tee,loc,,
Kustu tee,loc,,
Laasu tee,loc,,
Veimri tee,loc,,
Jaani tee,loc,,
Oja tee,loc,,
Grepi tee,loc,,
Kilgi tee,loc,,
Looääre tee,loc,,
Karjapoisi tee,loc,,
Suurna-Tammera tee,loc,,
Pae tee,loc,,
Pahklamõisa tee,loc,,
Atsi tee,loc,,
Tsungli tee,loc,,
Kalda tee,loc,,
Kraaviääre tee,loc,,
Vaino tee,loc,,
Muuseumi tee,loc,,
Vanamõisa tee,loc,,
Surnuaia tee,loc,,
Slaviku tee,loc,,
Targa tee,loc,,
Valve tee,loc,,
Auvere tee,loc,,
Jaama tee,loc,,
Metskonna tee,loc,,
Tamme tee,loc,,
Torpani tee,loc,,
Papikiviku tee,loc,,
Katsnovi tee,loc,,
Primorski tee,loc,,
Mardi tee,loc,,
Lippo tee,loc,,
Tammi tee,loc,,
Teevalitsuse tee,loc,,
Karu tee,loc,,
Hotelli tee,loc,,
Krooni tee,loc,,
Luksu tee,loc,,
Kolbaku tee,loc,,
Sildose tee,loc,,
Mõisa tee,loc,,
Laari tee,loc,,
Tuulukse tee,loc,,
Laagna tee,loc,,
Valtini tee,loc,,
Tuuderi tee,loc,,
Tõnu tee,loc,,
Põlendiku tee,loc,,
Vonti tee,loc,,
Sarve tee,loc,,
Hoovi tee,loc,,
Kose tee,loc,,
Nadja tee,loc,,
Sininõmme tee,loc,,
Aasa tee,loc,,
Heinari tee,loc,,
Sadama tee,loc,,
Kiige tee,loc,,
Kaare tee,loc,,
Raua tee,loc,,
Riina tee,loc,,
Haagi tee,loc,,
Tuleviku tee,loc,,
26. Juuli tänav,loc,,
1. Paemurru tänav,loc,,
2. Jõe tänav,loc,,
2. Jõesuu tänav,loc,,
2. Paemurru tänav,loc,,
3. Paemurru tänav,loc,,
3. Roheline tänav,loc,,
4. Paemurru tänav,loc,,
4. Roheline tänav,loc,,
5. Paemurru tänav,loc,,
Aasa tänav,loc,,
Mihhail Maslovi tänav,loc,,
Betooni tänav,loc,,
Energia tänav,loc,,
Haigla tänav,loc,,
Hariduse tänav,loc,,
Jõe tänav,loc,,
Jõesuu tänav,loc,,
Kalda tänav,loc,,
Kanepi tänav,loc,,
Kase tänav,loc,,
Kevade tänav,loc,,
Kooli põik,loc,,
Kose tänav,loc,,
Kosmonaudi tänav,loc,,
Kreenholmi tänav,loc,,
Kulgu tänav,loc,,
Lepa tänav,loc,,
Liiva tänav,loc,,
Lina tänav,loc,,
Linda tänav,loc,,
Metsa tänav,loc,,
Rattasepa tee,loc,,
Rehepapi tee,loc,,
Härma tänav,loc,,
Aia tänav,loc,,
Tiigrisilma tänav,loc,,
Kassisilma tänav,loc,,
Vanamõisa--Kurisu tee,loc,,
Prähnu tee,loc,,
Marvi tee,loc,,
Põlenudlauda tee,loc,,
Säde tee,loc,,
Jalaka tee,loc,,
Rõõmu tee,loc,,
Lagendiku tee,loc,,
Männiku tee,loc,,
Kanala tee,loc,,
Herne tee,loc,,
Kasteni tee,loc,,
Tülli tee,loc,,
Kotka tee,loc,,
Leetselja tee,loc,,
Ekola tee,loc,,
Lepa tee,loc,,
Sauna tee,loc,,
Sigala tee,loc,,
Kuhja tee,loc,,
Suvila tee,loc,,
Laaneõue tee,loc,,
Algvere tee,loc,,
Kabrametsa tee,loc,,
Tammiku tee,loc,,
Mereääre tee,loc,,
Lautri tee,loc,,
Nelgi tänav,loc,,
Liiva tee,loc,,
Tammela tee,loc,,
Lepiku tee,loc,,
Veski tee,loc,,
Uue-Vabriku tee,loc,,
Allikakopli tee,loc,,
Ravila--Palmetsa tee,loc,,
Loiduma tee,loc,,
Pedametsa tee,loc,,
Madissoni tee,loc,,
Jaani--Kustu tee,loc,,
Siiksaare karjamaatee,loc,,
Kadariku tee,loc,,
Nurga talutee,loc,,
Rinka tee,loc,,
Sooba tee,loc,,
Lõmala mõisatee,loc,,
Laidona tee,loc,,
Karikakra--Tõrsaare tee,loc,,
Noormaa--Karikakra tee,loc,,
Näpi alevik,loc,,
Orutaguse küla,loc,,
Oissaare küla,loc,,
Avetoa--Koela sootee,loc,,
Koela külatee,loc,,
Palivere--Virve--Ilmajaama tee,loc,,
Kedre külatee,loc,,
Kirimäe--Nihka--Sopi tee,loc,,
Leediküla--Roosna--Mäerehe tee,loc,,
Kondimäe tee,loc,,
Bensiini tänav,loc,,
Mõisniku tänav,loc,,
Tehno tee,loc,,
Paruni tänav,loc,,
Pargi tänav,loc,,
Sinepi tänav,loc,,
Kanepi tänav,loc,,
Lavendli tänav,loc,,
Haldreka tee,loc,,
Liivalauka tee,loc,,
Oja tee,loc,,
Võimla tee,loc,,
Mulgi tee,loc,,
Kasepõllu tee,loc,,
Leemeti tee,loc,,
Paisuma tee,loc,,
Lille tänav,loc,,
Tulika põik,loc,,
Sinepi tee,loc,,
Moode tee,loc,,
Põllu tee,loc,,
Kuusiku tee,loc,,
Lauka tee,loc,,
Kata--Võivere tee,loc,,
Keskuse--Heinamäe tee,loc,,
Kose-Uuemõisa--Krei tee,loc,,
Palvere--Vilama tee,loc,,
Vaaderpassi--Portepaju tee,loc,,
Sõmeru--Ravila tee,loc,,
Rahkama--Kootja tee,loc,,
Pääriku tee,loc,,
Sõmerlaane tee,loc,,
Metsapere tee,loc,,
Liiva tee,loc,,
Kalju talutee,loc,,
Kirikusoo tee,loc,,
Maltsu tee,loc,,
Künka tee,loc,,
Mõisa-Jürna tee,loc,,
Aaviku tee,loc,,
Seltsimaja-Kivikalda tee,loc,,
Loigu-Metsniku-Lastekodu tee,loc,,
Tammelehe tee,loc,,
Söödi tee,loc,,
Priguldi kergliiklustee,loc,,
Matsu-Metsa tee,loc,,
Lakenõmme tee,loc,,
Vaarmetsa tee,loc,,
Rebase küla,loc,,
Vilivere tee,loc,,
Allamäe tee,loc,,
Paasiku tee,loc,,
Tukamäe tee,loc,,
Anepaju tee,loc,,
Kirke tee,loc,,
Matsu sirge,loc,,
Karu tee,loc,,
Pilaraba tee,loc,,
Tiksi tee,loc,,
Kassi tee,loc,,
Sutlema ringtee,loc,,
Heinapõllu tee,loc,,
Vaharu tee,loc,,
Sobli tee,loc,,
Autokoja tee,loc,,
Mäeküla tee,loc,,
Sarve tee,loc,,
Pähkli tee,loc,,
Ristimäe tee,loc,,
Maasika põik,loc,,
Piiriääre põik,loc,,
Nirgi tee,loc,,
Haagemetsa põik,loc,,
Mõisatalli tänav,loc,,
Vana-Võidu puiestee,loc,,
Ristiku tänav,loc,,
Oktoobri tänav,loc,,
Kuie--Tade tee,loc,,
Jööri tee,loc,,
Väkra sootee,loc,,
Ariste tee,loc,,
Mihkli tee,loc,,
Võhkse sootee,loc,,
Tammiku tee,loc,,
Oessaare-Poiste tee,loc,,
Rauna tee,loc,,
Kaarli tee,loc,,
Karjamaapõllu tee,loc,,
Linnumäe tee,loc,,
Käriste-Männiku metsatee,loc,,
Hindu--Mõisa tee,loc,,
Suurna külatee,loc,,
Länga külatee,loc,,
Sopi--Ingelandi tee,loc,,
Läätsa tööstusetee,loc,,
Truksi tee,loc,,
Põllu tee,loc,,
Nigula jaamatee,loc,,
Hansu tee,loc,,
Kraavi tee,loc,,
Pentremäe tee,loc,,
Laastu tee,loc,,
Jõeaasa tee,loc,,
Liivandi tee,loc,,
Ehala tee,loc,,
Nigula tee,loc,,
Nurme tee,loc,,
Sepa tee,loc,,
Maasikmarja tee,loc,,
Lohu kergtee,loc,,
Põllu põik,loc,,
Suur-Holmi sadam,loc,,
Mõisamaa--Joosta tee,loc,,
Kullamaa--Antsuküla tee,loc,,
Kullametsa kaar,loc,,
Sihimäe--Kalmu tee,loc,,
Piduri tee,loc,,
Laose--Pähkküla tee,loc,,
Paisumaa tee,loc,,
Järve tee,loc,,
Puussaare tee,loc,,
Muraka--Soone tee,loc,,
Põntsi tee,loc,,
Turbaraba tee,loc,,
Taela tee,loc,,
Masti tee,loc,,
Muti tee,loc,,
Seidla--Aru tee,loc,,
Tuulikumäe talutee,loc,,
Määra tee,loc,,
Saueaugu tee,loc,,
Puidu tee,loc,,
Traadi tee,loc,,
Vanavälja tee,loc,,
Kännu tee,loc,,
Valbu tee,loc,,
Kiriku tee,loc,,
Sügise tänav,loc,,
Õllepruuli tänav,loc,,
Kesa tänav,loc,,
Milgi tänav,loc,,
Helgi tee,loc,,
Sära tee,loc,,
Leivajõe tee,loc,,
Leivakivi tee,loc,,
Uueleiva tee,loc,,
Leivakannu tee,loc,,
Hansa tee,loc,,
Vahtra tee,loc,,
Aleviku põik,loc,,
Gaasi tee,loc,,
Kütte tee,loc,,
Tammemäe tänav,loc,,
Suve põik,loc,,
Hauka tee,loc,,
Kopli tee,loc,,
Kopra tee,loc,,
Kitse tee,loc,,
Põdra tee,loc,,
Metssea tee,loc,,
Hirve tee,loc,,
Kähriku tee,loc,,
Jänese tee,loc,,
Ilvese tee,loc,,
Jahimehe tee,loc,,
Auli tee,loc,,
Haigru tee,loc,,
Liiva põik,loc,,
Sauna tänav,loc,,
Pae tee,loc,,
Jaki tee,loc,,
Sõnni tee,loc,,
Piloodi tee,loc,,
Radisti tee,loc,,
Kapteni tee,loc,,
Vanakopli tänak,loc,,
Karala--Austla tee,loc,,
Kangru tänak,loc,,
Muha tee,loc,,
Atlasadama tee,loc,,
Nõmme tee,loc,,
Liivavälja tee,loc,,
Männiku--Vahva tee,loc,,
Riksu--Taritu tee,loc,,
Taritulauda tee,loc,,
Austla--Roopanuki tee,loc,,
Puhastusseadme tee,loc,,
Pumbamaja tee,loc,,
Meelu--Söaja tee,loc,,
Uusi tee,loc,,
Vähiku tee,loc,,
Jaani--Otsa tee,loc,,
Suiteeristi--Laussoo tee,loc,,
Ernst Särgava allee,loc,,
Salve tänav,loc,,
Kännu tänav,loc,,
Randvere tee,loc,,
Reisijate tänav,loc,,
Kloostri tee,loc,,
Ravila tänav,loc,,
Suusa tänav,loc,,
Kagu tänav,loc,,
Lennujaama tee,loc,,
Lemmiku põik,loc,,
Puusepa tänav,loc,,
Orava tänav,loc,,
Lagle puiestee,loc,,
Meika tänav,loc,,
Käbliku tänav,loc,,
Talviku tänav,loc,,
Tiiva tänav,loc,,
Looklev tee,loc,,
Hämar tee,loc,,
